clause_text,clause_label
"Notwithstanding anything contained herein to the contrary, should Microsoft exercise its termination right pursuant to this Section 10.2, then Inktomi will have the right to elect, in writing within fifteen (15) days after receipt of Microsoft's notice of termination hereunder, either one of the following two options for a early termination penalty: (a) Inktomi may require Microsoft to pay to Inktomi, in [*] immediately following the effective termination date, an amount equal to [*] ([*]) of all outstanding principal, interest and other amounts owed or owing to Microsoft by Inktomi on the date of termination under the Loan Agreement (and outstanding Promissory Notes issued thereunder); or (b) Inktomi may deliver that portion of the Collateral (as defined in the Loan Agreement) which was purchased with Advances evidenced by the then-outstanding Promissory Notes (as defined in the Loan Agreement) (the ""Returned Collateral"") to Microsoft, and assign all right, title and interest in and to said Returned Collateral to Microsoft, and promptly upon such delivery and assignment Inktomi may require Microsoft to pay to Inktomi, in [*] immediately following the effective date of termination, an amount equal to [*] ([*]) of all outstanding principal, interest and other amounts owed or owing to Microsoft by Inktomi on the date of termination under the Loan Agreement (and outstanding Promissory Notes issued thereunder); provided, however, that the following conditions must be satisfied for Inktomi to be entitled to elect this alternative (b)-<omitted>(i) Inktomi then owns all of the Returned Collateral and has [*] the Returned Collateral [*], and [*] other than Lender; (ii) Inktomi obtains any [*] reasonably required by Microsoft from Inktomi's [*]; (iii) the Returned Collateral is returned in good condition and repair, without any waste or unusual or unreasonable depreciation of Returned Collateral; (iv) Inktomi has not committed any act for which any portion of the Returned Collateral might be confiscated by any governmental or private entity; (v) Inktomi has paid all taxes, assessments or similar obligations affecting the Returned Collateral that are then due or have then accrued; (vi) Inktomi [*] to Microsoft [*] that [*] of the [*] is [*] and [*]; and (vii) Inktomi, [*], arranges to deliver the Returned Collateral in a manner and to a location designated by Microsoft.",Post-Termination Services
"Inktomi will permit Microsoft to have access to, and to make copies of, all such books and records for purposes of auditing and verifying such costs and expenses, provided that Microsoft shall give Inktomi reasonable notice prior to each requested audit and shall perform such audit during normal business hours at Inktomi's office(s) where such records are normally kept.",Audit Rights
"EXCEPT FOR [*] CAUSED BY A [*] OF<omitted>SECTION [*], NEITHER PARTY SHALL BE [*] (IN [*] WITH OR PURSUANT TO THIS AGREEMENT AND THE ANCILLARY AGREEMENTS TAKEN AS A WHOLE) FOR ANY [*], [*] OR [*] [*] (INCLUDING [*]) [*] OF [*] ([*]) [*] OF THE [*] OF [*], EVEN IF [*] HAD BEEN [*] OF THE [*] OF SUCH [*].",Uncapped Liability
"EXCEPT FOR [*] CAUSED BY A [*] OF<omitted>SECTION [*], NEITHER PARTY SHALL BE [*] (IN [*] WITH OR PURSUANT TO THIS AGREEMENT AND THE ANCILLARY AGREEMENTS TAKEN AS A WHOLE) FOR ANY [*], [*] OR [*] [*] (INCLUDING [*]) [*] OF [*] ([*]) [*] OF THE [*] OF [*], EVEN IF [*] HAD BEEN [*] OF THE [*] OF SUCH [*].",Cap On Liability
"Notwithstanding anything contained herein to the contrary, should Microsoft exercise its termination right pursuant to this Section 10.2, then Inktomi will have the right to elect, in writing within fifteen (15) days after receipt of Microsoft's notice of termination hereunder, either one of the following two options for a early termination penalty: (a) Inktomi may require Microsoft to pay to Inktomi, in [*] immediately following the effective termination date, an amount equal to [*] ([*]) of all outstanding principal, interest and other amounts owed or owing to Microsoft by Inktomi on the date of termination under the Loan Agreement (and outstanding Promissory Notes issued thereunder); or (b) Inktomi may deliver that portion of the Collateral (as defined in the Loan Agreement) which was purchased with Advances evidenced by the then-outstanding Promissory Notes (as defined in the Loan Agreement) (the ""Returned Collateral"") to Microsoft, and assign all right, title and interest in and to said Returned Collateral to Microsoft, and promptly upon such delivery and assignment Inktomi may require Microsoft to pay to Inktomi, in [*] immediately following the effective date of termination, an amount equal to [*] ([*]) of all outstanding principal, interest and other amounts owed or owing to Microsoft by Inktomi on the date of termination under the Loan Agreement (and outstanding Promissory Notes issued thereunder)",Liquidated Damages
Inktomi will maintain insurance (including but not limited<omitted>to liability and property insurance covering the Hosting Servers and Inktomi's operation thereof) in accordance with the requirements set forth in the Software Development Agreement and Loan Agreement between the parties of even date herewith.,Insurance
"Should ADMA fail to supply a minimum of [***] Batches of Product (the ""Minimum Volume"") of Product during the time period as specified in this Amendment #3, ADMA agrees that Sanofi Pasteur shall be entitled to obtain from ADMA as liquidated damages, and not a penalty, amounting to $[***] ([***]) USD. In addition to the Minimum Volume of Product to be manufactured by ADMA, should ADMA deliver the Minimum Volume of Product but fail to meet the Updated Supply Plan as provided in Exhibit A as attached hereto and made an integral part hereof, then it is agreed upon by the Parties that ADMA shall pay to Sanofi Pasteur an amount equal to $[***] ([***]) USD for each Batch of Product that is less than the agreed upon quantity in Exhibit A, as liquidated damages, and not as a penalty.",Minimum Commitment
"such a case, the remaining Source Plasma shall be immediately returned to Sanofi Pasteur, under ADMA's liability and expenses. S",Post-Termination Services
"Except for the obligation of indemnity as set forth in Section 6.1 (c) with respect to claims by third parties for personal injury, illness or death (but not including property damage) resulting from the manufacture of the Product by BPC, aggregate damages for which ADMA shall be liable to Sanofi Pasteur hereunder, including without limitation costs of Source Plasma yield loss and/or rejected Batches, shall not exceed [***].",Uncapped Liability
"The liability cap set forth under section 6.5 is hereby amended to adapt to the provisions of this Amendment #3 and is therefore set at ""[***]"" instead of ""[***]"". All claims by Sanofi Pasteur for breach or default under this Agreement shall be brought within [***] year after the cause of action comes into existence or otherwise shall be waived. Limitation of Liability: In no event shall either party be liable to the other party for incidental, indirect, special and consequential or punitive damages, including without limitation any claims for damages based upon lost profits or lost business opportunity.",Cap On Liability
"Should ADMA fail to supply a minimum of [***] Batches of Product (the ""Minimum Volume"") of Product during the time period as specified in this Amendment #3, ADMA agrees that Sanofi Pasteur shall be entitled to obtain from ADMA as liquidated damages, and not a penalty, amounting to $[***] ([***]) USD. In addition to the Minimum Volume of Product to be manufactured by ADMA, should ADMA deliver the Minimum Volume of Product but fail to meet the Updated Supply Plan as provided in Exhibit A as attached hereto and made an integral part hereof, then it is agreed upon by the Parties that ADMA shall pay to Sanofi Pasteur an amount equal to $[***] ([***]) USD for each Batch of Product that is less than the agreed upon quantity in Exhibit A, as liquidated damages, and not as a penalty.",Liquidated Damages
